Province/State,Country/Region,Lat,Long,date,confirmed,deaths,recovered,active
,Singapore,1.2833,103.8333,3/2/20,108,0,0.0,108.0
,Slovakia,48.669,19.699,3/2/20,0,0,0.0,0.0
,Slovenia,46.1512,14.9955,3/2/20,0,0,0.0,0.0
,Somalia,5.1521,46.1996,3/2/20,0,0,0.0,0.0
,South Africa,-30.5595,22.9375,3/2/20,0,0,0.0,0.0
,Spain,40.0,-4.0,3/2/20,120,0,0.0,120.0
,Sri Lanka,7.0,81.0,3/2/20,1,0,5.0,-4.0
,Sudan,12.8628,30.2176,3/2/20,0,0,0.0,0.0
,Suriname,3.9193,-56.0278,3/2/20,0,0,0.0,0.0
,Sweden,63.0,16.0,3/2/20,15,0,0.0,15.0
,Switzerland,46.8182,8.2275,3/2/20,42,0,0.0,42.0
,Taiwan*,23.7,121.0,3/2/20,41,1,0.0,40.0
,Tanzania,-6.369,34.8888,3/2/20,0,0,0.0,0.0
,Thailand,15.0,101.0,3/2/20,43,1,8.0,34.0
,Togo,8.6195,0.8248,3/2/20,0,0,0.0,0.0
,Trinidad and Tobago,10.6918,-61.2225,3/2/20,0,0,7.0,-7.0
,Tunisia,34.0,9.0,3/2/20,0,0,0.0,0.0
,Turkey,38.9637,35.2433,3/2/20,0,0,0.0,0.0
,Uganda,1.0,32.0,3/2/20,0,0,16.0,-16.0
,Ukraine,48.3794,31.1656,3/2/20,0,0,0.0,0.0
,United Arab Emirates,24.0,54.0,3/2/20,21,0,0.0,21.0
Bermuda,United Kingdom,32.3078,-64.7505,3/2/20,0,0,0.0,0.0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/2/20,0,0,0.0,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,3/2/20,0,0,0.0,0.0
Gibraltar,United Kingdom,36.1408,-5.3536,3/2/20,0,0,0.0,0.0
Isle of Man,United Kingdom,54.2361,-4.5481,3/2/20,0,0,0.0,0.0
Montserrat,United Kingdom,16.7425,-62.1874,3/2/20,0,0,0.0,0.0
,United Kingdom,55.3781,-3.4360000000000004,3/2/20,40,0,0.0,40.0
,Uruguay,-32.5228,-55.7658,3/2/20,0,0,0.0,0.0
,US,37.0902,-95.7129,3/2/20,98,6,0.0,92.0
,Uzbekistan,41.3775,64.5853,3/2/20,0,0,0.0,0.0
,Venezuela,6.4238,-66.5897,3/2/20,0,0,0.0,0.0
,Vietnam,16.0,108.0,3/2/20,16,0,0.0,16.0
,Zambia,-15.4167,28.2833,3/2/20,0,0,0.0,0.0
,Zimbabwe,-20.0,30.0,3/2/20,0,0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/2/20,0,0,0.0,0.0
,Dominica,15.415,-61.371,3/2/20,0,0,0.0,0.0
,Grenada,12.1165,-61.679,3/2/20,0,0,0.0,0.0
,Mozambique,-18.665695,35.529562,3/2/20,0,0,0.0,0.0
,Syria,34.802075,38.99681500000001,3/2/20,0,0,0.0,0.0
,Timor-Leste,-8.874217,125.727539,3/2/20,0,0,0.0,0.0
,Belize,13.1939,-59.5432,3/2/20,0,0,0.0,0.0
,Laos,19.85627,102.495496,3/2/20,0,0,0.0,0.0
,Libya,26.3351,17.228331,3/2/20,0,0,0.0,0.0
,West Bank and Gaza,31.9522,35.2332,3/2/20,0,0,0.0,0.0
,Guinea-Bissau,11.8037,-15.1804,3/2/20,0,0,0.0,0.0
,Mali,17.570692,-3.996166000000001,3/2/20,0,0,0.0,0.0
,Saint Kitts and Nevis,17.357822,-62.782998,3/2/20,0,0,0.0,0.0
Northwest Territories,Canada,64.8255,-124.8457,3/2/20,0,0,0.0,0.0
Yukon,Canada,64.2823,-135.0,3/2/20,0,0,0.0,0.0
,Kosovo,42.602636,20.902977,3/2/20,0,0,0.0,0.0
,Burma,21.9162,95.956,3/2/20,0,0,0.0,0.0
Anguilla,United Kingdom,18.2206,-63.0686,3/2/20,0,0,4.0,-4.0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/2/20,0,0,0.0,0.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/2/20,0,0,8.0,-8.0
,MS Zaandam,0.0,0.0,3/2/20,0,0,2.0,-2.0
,Botswana,-22.3285,24.6849,3/2/20,0,0,0.0,0.0
,Burundi,-3.3731,29.9189,3/2/20,0,0,7.0,-7.0
,Sierra Leone,8.460555000000001,-11.779889,3/2/20,0,0,0.0,0.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/2/20,0,0,0.0,0.0
,Malawi,-13.254307999999998,34.301525,3/2/20,0,0,0.0,0.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/2/20,0,0,0.0,0.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,3/2/20,0,0,0.0,0.0
,South Sudan,6.877000000000002,31.307,3/2/20,0,0,0.0,0.0
,Western Sahara,24.2155,-12.8858,3/2/20,0,0,0.0,0.0
,Sao Tome and Principe,0.18636,6.613081,3/2/20,0,0,0.0,0.0
,Yemen,15.552727,48.516388,3/2/20,0,0,1.0,-1.0
,Comoros,-11.6455,43.3333,3/2/20,0,0,0.0,0.0
,Tajikistan,38.861034,71.276093,3/2/20,0,0,0.0,0.0
,Lesotho,-29.609988,28.233608,3/2/20,0,0,0.0,0.0
,Afghanistan,33.0,65.0,3/3/20,1,0,0.0,1.0
,Albania,41.1533,20.1683,3/3/20,0,0,0.0,0.0
,Algeria,28.0339,1.6596,3/3/20,5,0,0.0,5.0
,Andorra,42.5063,1.5218,3/3/20,1,0,0.0,1.0
,Angola,-11.2027,17.8739,3/3/20,0,0,0.0,0.0
,Antigua and Barbuda,17.0608,-61.7964,3/3/20,0,0,0.0,0.0
,Argentina,-38.4161,-63.6167,3/3/20,1,0,0.0,1.0
,Armenia,40.0691,45.0382,3/3/20,1,0,1.0,0.0
Australian Capital Territory,Australia,-35.4735,149.0124,3/3/20,0,0,0.0,0.0
New South Wales,Australia,-33.8688,151.2093,3/3/20,13,0,6.0,7.0
Northern Territory,Australia,-12.4634,130.8456,3/3/20,0,0,0.0,0.0
Queensland,Australia,-28.0167,153.4,3/3/20,11,0,0.0,11.0
South Australia,Australia,-34.9285,138.6007,3/3/20,3,0,0.0,3.0
Tasmania,Australia,-41.4545,145.9707,3/3/20,1,0,970.0,-969.0
Victoria,Australia,-37.8136,144.9631,3/3/20,9,0,297.0,-288.0
Western Australia,Australia,-31.9505,115.8605,3/3/20,2,1,512.0,-511.0
,Austria,47.5162,14.5501,3/3/20,21,0,277.0,-256.0
,Azerbaijan,40.1431,47.5769,3/3/20,3,0,87.0,-84.0
,Bahamas,25.0343,-77.3963,3/3/20,0,0,1181.0,-1181.0
,Bahrain,26.0275,50.55,3/3/20,49,0,214.0,-165.0
,Bangladesh,23.685,90.3563,3/3/20,0,0,114.0,-114.0
,Barbados,13.1939,-59.5432,3/3/20,0,0,158.0,-158.0
,Belarus,53.7098,27.9534,3/3/20,1,0,304.0,-303.0
,Belgium,50.8333,4.0,3/3/20,13,0,379.0,-366.0
,Benin,9.3077,2.3158,3/3/20,0,0,1239.0,-1239.0
,Bhutan,27.5142,90.4336,3/3/20,0,0,43.0,-43.0
,Bolivia,-16.2902,-63.5887,3/3/20,0,0,40592.0,-40592.0
,Bosnia and Herzegovina,43.9159,17.6791,3/3/20,0,0,938.0,-938.0
,Brazil,-14.235,-51.9253,3/3/20,2,0,65.0,-63.0
,Brunei,4.5353,114.7277,3/3/20,0,0,583.0,-583.0
,Bulgaria,42.7339,25.4858,3/3/20,0,0,901.0,-901.0
,Burkina Faso,12.2383,-1.5616,3/3/20,0,0,88.0,-88.0
,Cabo Verde,16.5388,-23.0418,3/3/20,0,0,106.0,-106.0
,Cambodia,11.55,104.9167,3/3/20,1,0,9.0,-8.0
,Cameroon,3.848,11.5021,3/3/20,0,0,69.0,-69.0
Alberta,Canada,53.9333,-116.5765,3/3/20,0,0,18.0,-18.0
British Columbia,Canada,49.2827,-123.1207,3/3/20,9,0,224.0,-215.0
Grand Princess,Canada,37.6489,-122.6655,3/3/20,0,0,578.0,-578.0
Manitoba,Canada,53.7609,-98.8139,3/3/20,0,0,303.0,-303.0
New Brunswick,Canada,46.5653,-66.4619,3/3/20,0,0,126.0,-126.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/3/20,0,0,425.0,-425.0
Nova Scotia,Canada,44.682,-63.7443,3/3/20,0,0,128.0,-128.0
Ontario,Canada,51.2538,-85.3232,3/3/20,20,0,1.0,19.0
Prince Edward Island,Canada,46.5107,-63.4168,3/3/20,0,0,70.0,-70.0
Quebec,Canada,52.9399,-73.5491,3/3/20,1,0,169.0,-168.0
Saskatchewan,Canada,52.9399,-106.4509,3/3/20,0,0,1124.0,-1124.0
,Central African Republic,6.6111,20.9394,3/3/20,0,0,0.0,0.0
,Chad,15.4542,18.7322,3/3/20,0,0,0.0,0.0
,Chile,-35.6751,-71.543,3/3/20,1,0,0.0,1.0
Anhui,China,31.8257,117.2264,3/3/20,990,6,0.0,984.0
Beijing,China,40.1824,116.4142,3/3/20,414,8,0.0,406.0
Chongqing,China,30.0572,107.874,3/3/20,576,6,0.0,570.0
Fujian,China,26.0789,117.9874,3/3/20,296,1,10.0,285.0
Gansu,China,37.8099,101.0583,3/3/20,91,2,0.0,89.0
Guangdong,China,23.3417,113.4244,3/3/20,1350,7,0.0,1343.0
Guangxi,China,23.8298,108.7881,3/3/20,252,2,0.0,250.0
Guizhou,China,26.8154,106.8748,3/3/20,146,2,0.0,144.0
Hainan,China,19.1959,109.7453,3/3/20,168,5,0.0,163.0
Hebei,China,39.549,116.1306,3/3/20,318,6,0.0,312.0
Heilongjiang,China,47.862,127.7615,3/3/20,480,13,0.0,467.0
Henan,China,33.882,113.614,3/3/20,1272,22,0.0,1250.0
Hong Kong,China,22.3,114.2,3/3/20,100,2,0.0,98.0
Hubei,China,30.9756,112.2707,3/3/20,67217,2835,0.0,64382.0
Hunan,China,27.6104,111.7088,3/3/20,1018,4,1.0,1013.0
Inner Mongolia,China,44.0935,113.9448,3/3/20,75,1,0.0,74.0
Jiangsu,China,32.9711,119.455,3/3/20,631,0,0.0,631.0
Jiangxi,China,27.614,115.7221,3/3/20,935,1,0.0,934.0
Jilin,China,43.6661,126.1923,3/3/20,93,1,0.0,92.0
Liaoning,China,41.2956,122.6085,3/3/20,125,1,0.0,124.0
Macau,China,22.1667,113.55,3/3/20,10,0,0.0,10.0
Ningxia,China,37.2692,106.1655,3/3/20,74,0,0.0,74.0
Qinghai,China,35.7452,95.9956,3/3/20,18,0,1.0,17.0
Shaanxi,China,35.1917,108.8701,3/3/20,245,1,0.0,244.0
Shandong,China,36.3427,118.1498,3/3/20,758,6,0.0,752.0
Shanghai,China,31.202,121.4491,3/3/20,338,3,0.0,335.0
Shanxi,China,37.5777,112.2922,3/3/20,133,0,0.0,133.0
Sichuan,China,30.6171,102.7103,3/3/20,538,3,0.0,535.0
Tianjin,China,39.3054,117.323,3/3/20,136,3,0.0,133.0
Tibet,China,31.6927,88.0924,3/3/20,1,0,0.0,1.0
Xinjiang,China,41.1129,85.2401,3/3/20,76,3,0.0,73.0
Yunnan,China,24.974,101.487,3/3/20,174,2,0.0,172.0
Zhejiang,China,29.1832,120.0934,3/3/20,1213,1,12.0,1200.0
,Colombia,4.5709,-74.2973,3/3/20,0,0,0.0,0.0
,Congo (Brazzaville),-4.0383,21.7587,3/3/20,0,0,0.0,0.0
,Congo (Kinshasa),-4.0383,21.7587,3/3/20,0,0,0.0,0.0
,Costa Rica,9.7489,-83.7534,3/3/20,0,0,16.0,-16.0
,Cote d'Ivoire,7.54,-5.5471,3/3/20,0,0,0.0,0.0
,Croatia,45.1,15.2,3/3/20,9,0,0.0,9.0
,Diamond Princess,0.0,0.0,3/3/20,706,6,0.0,700.0
,Cuba,22.0,-80.0,3/3/20,0,0,0.0,0.0
,Cyprus,35.1264,33.4299,3/3/20,0,0,0.0,0.0
,Czechia,49.8175,15.473,3/3/20,5,0,0.0,5.0
Faroe Islands,Denmark,61.8926,-6.9118,3/3/20,0,0,0.0,0.0
Greenland,Denmark,71.7069,-42.6043,3/3/20,0,0,0.0,0.0
,Denmark,56.2639,9.5018,3/3/20,6,0,0.0,6.0
,Djibouti,11.8251,42.5903,3/3/20,0,0,0.0,0.0
,Dominican Republic,18.7357,-70.1627,3/3/20,1,0,0.0,1.0
,Ecuador,-1.8312,-78.1834,3/3/20,7,0,0.0,7.0
,Egypt,26.0,30.0,3/3/20,2,0,3.0,-1.0
,El Salvador,13.7942,-88.8965,3/3/20,0,0,0.0,0.0
,Equatorial Guinea,1.5,10.0,3/3/20,0,0,739.0,-739.0
,Eritrea,15.1794,39.7823,3/3/20,0,0,0.0,0.0
,Estonia,58.5953,25.0136,3/3/20,2,0,0.0,2.0
,Eswatini,-26.5225,31.4659,3/3/20,0,0,1.0,-1.0
,Ethiopia,9.145,40.4897,3/3/20,0,0,414.0,-414.0
,Fiji,-17.7134,178.065,3/3/20,0,0,0.0,0.0
,Finland,64.0,26.0,3/3/20,6,0,43.0,-37.0
French Guiana,France,3.9339,-53.1258,3/3/20,0,0,0.0,0.0
French Polynesia,France,-17.6797,149.4068,3/3/20,0,0,0.0,0.0
Guadeloupe,France,16.25,-61.5833,3/3/20,0,0,0.0,0.0
Mayotte,France,-12.8275,45.1662,3/3/20,0,0,41.0,-41.0
New Caledonia,France,-20.9043,165.618,3/3/20,0,0,0.0,0.0
Reunion,France,-21.1351,55.2471,3/3/20,0,0,0.0,0.0
Saint Barthelemy,France,17.9,-62.8333,3/3/20,0,0,0.0,0.0
St Martin,France,18.0708,-63.0501,3/3/20,0,0,1.0,-1.0
Martinique,France,14.6415,-61.0242,3/3/20,0,0,0.0,0.0
,France,46.2276,2.2137,3/3/20,204,4,0.0,200.0
,Gabon,-0.8037,11.6094,3/3/20,0,0,0.0,0.0
,Gambia,13.4432,-15.3101,3/3/20,0,0,0.0,0.0
,Georgia,42.3154,43.3569,3/3/20,3,0,0.0,3.0
,Germany,51.0,9.0,3/3/20,196,0,0.0,196.0
,Ghana,7.9465,-1.0232,3/3/20,0,0,22.0,-22.0
,Greece,39.0742,21.8243,3/3/20,7,0,0.0,7.0
,Guatemala,15.7835,-90.2308,3/3/20,0,0,0.0,0.0
,Guinea,9.9456,-9.6966,3/3/20,0,0,0.0,0.0
,Guyana,5.0,-58.75,3/3/20,0,0,0.0,0.0
,Haiti,18.9712,-72.2852,3/3/20,0,0,0.0,0.0
,Holy See,41.9029,12.4534,3/3/20,0,0,1.0,-1.0
,Honduras,15.2,-86.2419,3/3/20,0,0,0.0,0.0
,Hungary,47.1625,19.5033,3/3/20,0,0,0.0,0.0
,Iceland,64.9631,-19.0208,3/3/20,11,0,0.0,11.0
,India,21.0,78.0,3/3/20,5,0,0.0,5.0
,Indonesia,-0.7893,113.9213,3/3/20,2,0,0.0,2.0
,Iran,32.0,53.0,3/3/20,2336,77,0.0,2259.0
,Iraq,33.0,44.0,3/3/20,32,0,0.0,32.0
,Ireland,53.1424,-7.6921,3/3/20,2,0,1.0,1.0
,Israel,31.0,35.0,3/3/20,12,0,0.0,12.0
,Italy,43.0,12.0,3/3/20,2502,79,0.0,2423.0
,Jamaica,18.1096,-77.2975,3/3/20,0,0,0.0,0.0
,Japan,36.0,138.0,3/3/20,293,6,0.0,287.0
,Jordan,31.24,36.51,3/3/20,1,0,0.0,1.0
,Kazakhstan,48.0196,66.9237,3/3/20,0,0,0.0,0.0
,Kenya,-0.0236,37.9062,3/3/20,0,0,0.0,0.0
,"Korea, South",36.0,128.0,3/3/20,5186,28,0.0,5158.0
,Kuwait,29.5,47.75,3/3/20,56,0,0.0,56.0
,Kyrgyzstan,41.2044,74.7661,3/3/20,0,0,0.0,0.0
,Latvia,56.8796,24.6032,3/3/20,1,0,2.0,-1.0
,Lebanon,33.8547,35.8623,3/3/20,13,0,0.0,13.0
,Liberia,6.4281,-9.4295,3/3/20,0,0,0.0,0.0
,Liechtenstein,47.14,9.55,3/3/20,0,0,0.0,0.0
,Lithuania,55.1694,23.8813,3/3/20,1,0,0.0,1.0
,Luxembourg,49.8153,6.1296,3/3/20,1,0,0.0,1.0
,Madagascar,-18.7669,46.8691,3/3/20,0,0,1.0,-1.0
,Malaysia,2.5,112.5,3/3/20,36,0,0.0,36.0
,Maldives,3.2028,73.2207,3/3/20,0,0,0.0,0.0
,Malta,35.9375,14.3754,3/3/20,0,0,0.0,0.0
,Mauritania,21.0079,10.9408,3/3/20,0,0,1.0,-1.0
,Mauritius,-20.2,57.5,3/3/20,0,0,2.0,-2.0
,Mexico,23.6345,-102.5528,3/3/20,5,0,0.0,5.0
,Moldova,47.4116,28.3699,3/3/20,0,0,0.0,0.0
,Monaco,43.7333,7.4167,3/3/20,1,0,0.0,1.0
,Mongolia,46.8625,103.8467,3/3/20,0,0,0.0,0.0
,Montenegro,42.5,19.3,3/3/20,0,0,0.0,0.0
,Morocco,31.7917,-7.0926,3/3/20,1,0,0.0,1.0
,Namibia,-22.9576,18.4904,3/3/20,0,0,0.0,0.0
,Nepal,28.1667,84.25,3/3/20,1,0,0.0,1.0
Aruba,Netherlands,12.5186,-70.0358,3/3/20,0,0,0.0,0.0
Curacao,Netherlands,12.1696,-68.99,3/3/20,0,0,78.0,-78.0
Sint Maarten,Netherlands,18.0425,-63.0548,3/3/20,0,0,0.0,0.0
,Netherlands,52.1326,5.2913,3/3/20,24,0,0.0,24.0
,New Zealand,-40.9006,174.886,3/3/20,1,0,0.0,1.0
,Nicaragua,12.8654,-85.2072,3/3/20,0,0,0.0,0.0
,Niger,17.6078,8.0817,3/3/20,0,0,2.0,-2.0
,Nigeria,9.082,8.6753,3/3/20,1,0,1.0,0.0
,North Macedonia,41.6086,21.7453,3/3/20,1,0,0.0,1.0
,Norway,60.472,8.4689,3/3/20,32,0,0.0,32.0
,Oman,21.0,57.0,3/3/20,12,0,0.0,12.0
,Pakistan,30.3753,69.3451,3/3/20,5,0,3.0,2.0
,Panama,8.538,-80.7821,3/3/20,0,0,0.0,0.0
,Papua New Guinea,-6.315,143.9555,3/3/20,0,0,12.0,-12.0
,Paraguay,-23.4425,-58.4438,3/3/20,0,0,0.0,0.0
,Peru,-9.19,-75.0152,3/3/20,0,0,31.0,-31.0
,Philippines,13.0,122.0,3/3/20,3,1,0.0,2.0
,Poland,51.9194,19.1451,3/3/20,0,0,0.0,0.0
,Portugal,39.3999,-8.2245,3/3/20,2,0,0.0,2.0
,Qatar,25.3548,51.1839,3/3/20,7,0,0.0,7.0
,Romania,45.9432,24.9668,3/3/20,3,0,0.0,3.0
,Russia,60.0,90.0,3/3/20,3,0,0.0,3.0
,Rwanda,-1.9403,29.8739,3/3/20,0,0,0.0,0.0
,Saint Lucia,13.9094,-60.9789,3/3/20,0,0,5.0,-5.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/3/20,0,0,0.0,0.0
,San Marino,43.9424,12.4578,3/3/20,10,1,0.0,9.0
,Saudi Arabia,24.0,45.0,3/3/20,1,0,0.0,1.0
,Senegal,14.4974,-14.4524,3/3/20,2,0,0.0,2.0
,Serbia,44.0165,21.0059,3/3/20,0,0,0.0,0.0
,Seychelles,-4.6796,55.492,3/3/20,0,0,0.0,0.0
,Singapore,1.2833,103.8333,3/3/20,110,0,8.0,102.0
,Slovakia,48.669,19.699,3/3/20,0,0,0.0,0.0
,Slovenia,46.1512,14.9955,3/3/20,0,0,7.0,-7.0
,Somalia,5.1521,46.1996,3/3/20,0,0,0.0,0.0
,South Africa,-30.5595,22.9375,3/3/20,0,0,0.0,0.0
,Spain,40.0,-4.0,3/3/20,165,1,16.0,148.0
,Sri Lanka,7.0,81.0,3/3/20,1,0,0.0,1.0
,Sudan,12.8628,30.2176,3/3/20,0,0,0.0,0.0
,Suriname,3.9193,-56.0278,3/3/20,0,0,0.0,0.0
,Sweden,63.0,16.0,3/3/20,21,0,0.0,21.0
,Switzerland,46.8182,8.2275,3/3/20,56,0,0.0,56.0
,Taiwan*,23.7,121.0,3/3/20,42,1,0.0,41.0
,Tanzania,-6.369,34.8888,3/3/20,0,0,0.0,0.0
,Thailand,15.0,101.0,3/3/20,43,1,0.0,42.0
,Togo,8.6195,0.8248,3/3/20,0,0,0.0,0.0
,Trinidad and Tobago,10.6918,-61.2225,3/3/20,0,0,0.0,0.0
,Tunisia,34.0,9.0,3/3/20,0,0,0.0,0.0
,Turkey,38.9637,35.2433,3/3/20,0,0,0.0,0.0
,Uganda,1.0,32.0,3/3/20,0,0,0.0,0.0
,Ukraine,48.3794,31.1656,3/3/20,1,0,0.0,1.0
,United Arab Emirates,24.0,54.0,3/3/20,27,0,0.0,27.0
Bermuda,United Kingdom,32.3078,-64.7505,3/3/20,0,0,0.0,0.0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/3/20,0,0,0.0,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,3/3/20,0,0,0.0,0.0
Gibraltar,United Kingdom,36.1408,-5.3536,3/3/20,0,0,0.0,0.0
Isle of Man,United Kingdom,54.2361,-4.5481,3/3/20,0,0,0.0,0.0
Montserrat,United Kingdom,16.7425,-62.1874,3/3/20,0,0,0.0,0.0
,United Kingdom,55.3781,-3.4360000000000004,3/3/20,51,0,0.0,51.0
,Uruguay,-32.5228,-55.7658,3/3/20,0,0,0.0,0.0
,US,37.0902,-95.7129,3/3/20,118,7,0.0,111.0
,Uzbekistan,41.3775,64.5853,3/3/20,0,0,0.0,0.0
,Venezuela,6.4238,-66.5897,3/3/20,0,0,0.0,0.0
,Vietnam,16.0,108.0,3/3/20,16,0,0.0,16.0
,Zambia,-15.4167,28.2833,3/3/20,0,0,0.0,0.0
,Zimbabwe,-20.0,30.0,3/3/20,0,0,0.0,0.0
Diamond Princess,Canada,0.0,0.0,3/3/20,0,0,0.0,0.0
,Dominica,15.415,-61.371,3/3/20,0,0,0.0,0.0
,Grenada,12.1165,-61.679,3/3/20,0,0,0.0,0.0
,Mozambique,-18.665695,35.529562,3/3/20,0,0,0.0,0.0
,Syria,34.802075,38.99681500000001,3/3/20,0,0,4.0,-4.0
,Timor-Leste,-8.874217,125.727539,3/3/20,0,0,0.0,0.0
,Belize,13.1939,-59.5432,3/3/20,0,0,8.0,-8.0
,Laos,19.85627,102.495496,3/3/20,0,0,2.0,-2.0
,Libya,26.3351,17.228331,3/3/20,0,0,0.0,0.0
,West Bank and Gaza,31.9522,35.2332,3/3/20,0,0,7.0,-7.0
,Guinea-Bissau,11.8037,-15.1804,3/3/20,0,0,0.0,0.0
,Mali,17.570692,-3.996166000000001,3/3/20,0,0,0.0,0.0
,Saint Kitts and Nevis,17.357822,-62.782998,3/3/20,0,0,0.0,0.0
Northwest Territories,Canada,64.8255,-124.8457,3/3/20,0,0,0.0,0.0
Yukon,Canada,64.2823,-135.0,3/3/20,0,0,4.0,-4.0
,Kosovo,42.602636,20.902977,3/3/20,0,0,0.0,0.0
,Burma,21.9162,95.956,3/3/20,0,0,0.0,0.0
Anguilla,United Kingdom,18.2206,-63.0686,3/3/20,0,0,0.0,0.0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/3/20,0,0,1.0,-1.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/3/20,0,0,0.0,0.0
,MS Zaandam,0.0,0.0,3/3/20,0,0,0.0,0.0
,Botswana,-22.3285,24.6849,3/3/20,0,0,0.0,0.0
,Burundi,-3.3731,29.9189,3/3/20,0,0,0.0,0.0
,Sierra Leone,8.460555000000001,-11.779889,3/3/20,0,0,0.0,0.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/3/20,0,0,0.0,0.0
,Malawi,-13.254307999999998,34.301525,3/3/20,0,0,0.0,0.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/3/20,0,0,0.0,0.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,3/3/20,0,0,0.0,0.0
,South Sudan,6.877000000000002,31.307,3/3/20,0,0,0.0,0.0
,Western Sahara,24.2155,-12.8858,3/3/20,0,0,1.0,-1.0
,Sao Tome and Principe,0.18636,6.613081,3/3/20,0,0,0.0,0.0
,Yemen,15.552727,48.516388,3/3/20,0,0,6.0,-6.0
,Comoros,-11.6455,43.3333,3/3/20,0,0,0.0,0.0
,Tajikistan,38.861034,71.276093,3/3/20,0,0,0.0,0.0
,Lesotho,-29.609988,28.233608,3/3/20,0,0,0.0,0.0
,Afghanistan,33.0,65.0,3/4/20,1,0,979.0,-978.0
,Albania,41.1533,20.1683,3/4/20,0,0,299.0,-299.0
,Algeria,28.0339,1.6596,3/4/20,12,0,513.0,-501.0
,Andorra,42.5063,1.5218,3/4/20,1,0,284.0,-283.0
,Angola,-11.2027,17.8739,3/4/20,0,0,87.0,-87.0
,Antigua and Barbuda,17.0608,-61.7964,3/4/20,0,0,1216.0,-1216.0
,Argentina,-38.4161,-63.6167,3/4/20,1,0,217.0,-216.0
,Armenia,40.0691,45.0382,3/4/20,1,0,114.0,-113.0
Australian Capital Territory,Australia,-35.4735,149.0124,3/4/20,0,0,158.0,-158.0
New South Wales,Australia,-33.8688,151.2093,3/4/20,22,1,305.0,-284.0
Northern Territory,Australia,-12.4634,130.8456,3/4/20,1,0,396.0,-395.0
Queensland,Australia,-28.0167,153.4,3/4/20,11,0,1244.0,-1233.0
South Australia,Australia,-34.9285,138.6007,3/4/20,5,0,46.0,-41.0
Tasmania,Australia,-41.4545,145.9707,3/4/20,1,0,42033.0,-42032.0
Victoria,Australia,-37.8136,144.9631,3/4/20,10,0,955.0,-945.0
Western Australia,Australia,-31.9505,115.8605,3/4/20,2,1,65.0,-64.0
,Austria,47.5162,14.5501,3/4/20,29,0,594.0,-565.0
,Azerbaijan,40.1431,47.5769,3/4/20,3,0,909.0,-906.0
,Bahamas,25.0343,-77.3963,3/4/20,0,0,90.0,-90.0
,Bahrain,26.0275,50.55,3/4/20,52,0,106.0,-54.0
,Bangladesh,23.685,90.3563,3/4/20,0,0,10.0,-10.0
,Barbados,13.1939,-59.5432,3/4/20,0,0,71.0,-71.0
,Belarus,53.7098,27.9534,3/4/20,6,0,18.0,-12.0
,Belgium,50.8333,4.0,3/4/20,23,0,226.0,-203.0
,Benin,9.3077,2.3158,3/4/20,0,0,618.0,-618.0
,Bhutan,27.5142,90.4336,3/4/20,0,0,306.0,-306.0
,Bolivia,-16.2902,-63.5887,3/4/20,0,0,126.0,-126.0
,Bosnia and Herzegovina,43.9159,17.6791,3/4/20,0,0,442.0,-442.0
,Brazil,-14.235,-51.9253,3/4/20,4,0,128.0,-124.0
,Brunei,4.5353,114.7277,3/4/20,0,0,1.0,-1.0
,Bulgaria,42.7339,25.4858,3/4/20,0,0,71.0,-71.0
,Burkina Faso,12.2383,-1.5616,3/4/20,0,0,170.0,-170.0
,Cabo Verde,16.5388,-23.0418,3/4/20,0,0,1147.0,-1147.0
,Cambodia,11.55,104.9167,3/4/20,1,0,0.0,1.0
,Cameroon,3.848,11.5021,3/4/20,0,0,0.0,0.0
Alberta,Canada,53.9333,-116.5765,3/4/20,0,0,0.0,0.0
British Columbia,Canada,49.2827,-123.1207,3/4/20,12,0,0.0,12.0
Grand Princess,Canada,37.6489,-122.6655,3/4/20,0,0,0.0,0.0
Manitoba,Canada,53.7609,-98.8139,3/4/20,0,0,0.0,0.0
New Brunswick,Canada,46.5653,-66.4619,3/4/20,0,0,40.0,-40.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/4/20,0,0,0.0,0.0
Nova Scotia,Canada,44.682,-63.7443,3/4/20,0,0,0.0,0.0
Ontario,Canada,51.2538,-85.3232,3/4/20,20,0,0.0,20.0
Prince Edward Island,Canada,46.5107,-63.4168,3/4/20,0,0,0.0,0.0
